benchmark,family,series,variant,root_label,model_group,seed_tag,accuracy,correct,processed_total,status,skipped,total_rows,error,path
globalmmlu,Mistral-7B-Instruct-v0.2,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,mistral7b_v02,seed_41,0.5252100840336135,7375,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/mistral7b_v02/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Mistral-7B-Instruct-v0.2,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,mistral7b_v02,seed_41,0.560675117504629,7873,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/mistral7b_v02/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen2.5-0.5B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,qwen25_0p5b,seed_41,0.3525851018373451,4951,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen25_0p5b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen2.5-0.5B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,qwen25_0p5b,seed_41,0.36248397664150406,5090,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen25_0p5b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen2.5-1.5B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,qwen25_1p5b,seed_41,0.4551345962113659,6391,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen25_1p5b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen2.5-1.5B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,qwen25_1p5b,seed_41,0.49679532830081186,6976,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen25_1p5b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen2.5-3B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,qwen25_3b,seed_41,0.48625551915681525,6828,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen25_3b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen2.5-3B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,qwen25_3b,seed_41,0.5512747471870104,7741,14042,ok,0,14042,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen25_3b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-0.8B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,qwen35_0p8b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_0p8b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-0.8B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,qwen35_0p8b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_0p8b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-2B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,qwen35_2b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_2b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-2B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,qwen35_2b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_2b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-4B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,qwen35_4b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_4b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-4B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,qwen35_4b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_4b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-9B,I+,llama3_chat_with_metadata,hf_seed41_globalmmlu,qwen35_9b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_9b/seed_41/globalmmlu/llama3_chat_with_metadata/globalmmlu_eval_summary.csv
globalmmlu,Qwen3.5-9B,I-,llama3_chat_without_metadata,hf_seed41_globalmmlu,qwen35_9b,seed_41,0.0,0,0,failed_model_load,14042,14042,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_globalmmlu/qwen35_9b/seed_41/globalmmlu/llama3_chat_without_metadata/globalmmlu_eval_summary.csv
globalmmlu_cs,Gemma-4-E2B-it,I+,llama3_chat_with_metadata,hf_seed41,gemma4_e2b_it,seed_41,0.0,0,0,failed_model_load,792,792,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e2b_it/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Gemma-4-E2B-it,I-,llama3_chat_without_metadata,hf_seed41,gemma4_e2b_it,seed_41,0.0,0,0,failed_model_load,792,792,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e2b_it/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Gemma-4-E4B-it,I+,llama3_chat_with_metadata,hf_seed41,gemma4_e4b_it,seed_41,0.0,0,0,failed_model_load,792,792,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e4b_it/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Gemma-4-E4B-it,I-,llama3_chat_without_metadata,hf_seed41,gemma4_e4b_it,seed_41,0.0,0,0,failed_model_load,792,792,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e4b_it/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,LLaMA-3.2-1B,I+,llama3_chat_with_metadata,hf_seed41,llama32_1b,seed_41,0.30303030303030304,240,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_1b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,LLaMA-3.2-1B,I-,llama3_chat_without_metadata,hf_seed41,llama32_1b,seed_41,0.2904040404040404,230,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_1b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,LLaMA-3.2-3B,I+,llama3_chat_with_metadata,hf_seed41,llama32_3b,seed_41,0.0,0,0,failed_model_load,792,792,"OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct.
401 Client Error. (Request ID: Root=1-69f2780e-68f67480119a81b819bd1de8;1204e2b0-8073-45f3-8760-12137711ec92)

Cannot access gated repo for url https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct/resolve/main/config.json.
Access to model meta-llama/Llama-3.2-3B-Instruct is restricted. You must have access to it and be authenticated to access it. Please log in.",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_3b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,LLaMA-3.2-3B,I-,llama3_chat_without_metadata,hf_seed41,llama32_3b,seed_41,0.0,0,0,failed_model_load,792,792,"OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct.
401 Client Error. (Request ID: Root=1-69f2780e-3a3d889e17b56be2615893cc;b1655adf-2e5e-4b3d-92b5-d99dfc51c2e5)

Cannot access gated repo for url https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct/resolve/main/config.json.
Access to model meta-llama/Llama-3.2-3B-Instruct is restricted. You must have access to it and be authenticated to access it. Please log in.",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_3b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 1B,T+/I+,custom_tplus_eplus,maple_seed41_rerun,raw_1b,seed_41,0.2828282828282828,224,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_1b/seed_41/globalmmlu_cs/custom_tplus_eplus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 1B,T+/I-,custom_tplus_eminus,maple_seed41_rerun,raw_1b,seed_41,0.2840909090909091,225,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_1b/seed_41/globalmmlu_cs/custom_tplus_eminus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 1B,T-/I+,custom_tminus_eplus,maple_seed41_rerun,raw_1b,seed_41,0.2904040404040404,230,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_1b/seed_41/globalmmlu_cs/custom_tminus_eplus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 1B,T-/I-,custom_tminus_eminus,maple_seed41_rerun,raw_1b,seed_41,0.2815656565656566,223,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_1b/seed_41/globalmmlu_cs/custom_tminus_eminus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 3B,T+/I+,custom_tplus_eplus,maple_seed41_rerun,raw_3b,seed_41,0.2727272727272727,216,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_3b/seed_41/globalmmlu_cs/custom_tplus_eplus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 3B,T+/I-,custom_tplus_eminus,maple_seed41_rerun,raw_3b,seed_41,0.2222222222222222,176,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_3b/seed_41/globalmmlu_cs/custom_tplus_eminus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 3B,T-/I+,custom_tminus_eplus,maple_seed41_rerun,raw_3b,seed_41,0.26136363636363635,207,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_3b/seed_41/globalmmlu_cs/custom_tminus_eplus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,MAPLE 3B,T-/I-,custom_tminus_eminus,maple_seed41_rerun,raw_3b,seed_41,0.2689393939393939,213,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_3b/seed_41/globalmmlu_cs/custom_tminus_eminus/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Mistral-7B-Instruct-v0.2,I+,llama3_chat_with_metadata,hf_seed41,mistral7b_v02,seed_41,0.5959595959595959,472,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/mistral7b_v02/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Mistral-7B-Instruct-v0.2,I-,llama3_chat_without_metadata,hf_seed41,mistral7b_v02,seed_41,0.6123737373737373,485,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/mistral7b_v02/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen2.5-0.5B,I+,llama3_chat_with_metadata,hf_seed41,qwen25_0p5b,seed_41,0.3434343434343434,272,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_0p5b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen2.5-0.5B,I-,llama3_chat_without_metadata,hf_seed41,qwen25_0p5b,seed_41,0.369949494949495,293,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_0p5b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen2.5-1.5B,I+,llama3_chat_with_metadata,hf_seed41,qwen25_1p5b,seed_41,0.4962121212121212,393,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_1p5b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen2.5-1.5B,I-,llama3_chat_without_metadata,hf_seed41,qwen25_1p5b,seed_41,0.5151515151515151,408,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_1p5b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen2.5-3B,I+,llama3_chat_with_metadata,hf_seed41,qwen25_3b,seed_41,0.5189393939393939,411,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_3b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen2.5-3B,I-,llama3_chat_without_metadata,hf_seed41,qwen25_3b,seed_41,0.5681818181818182,450,792,ok,0,792,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen25_3b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-0.8B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_0p8b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_0p8b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-0.8B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_0p8b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_0p8b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-2B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_2b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_2b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-2B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_2b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_2b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-4B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_4b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_4b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-4B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_4b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_4b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-9B,I+,llama3_chat_with_metadata,hf_seed41,qwen35_9b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_9b/seed_41/globalmmlu_cs/llama3_chat_with_metadata/globalmmlu_cs_eval_summary.csv
globalmmlu_cs,Qwen3.5-9B,I-,llama3_chat_without_metadata,hf_seed41,qwen35_9b,seed_41,0.0,0,0,failed_model_load,792,792,"ValueError: The checkpoint you are trying to load has model type `qwen3_5` but Transformers does not recognize this architecture. This could be because of an issue with the checkpoint, or because your version of Transformers is out of date.

You can update Transformers with the command `pip install --upgrade transformers`. If this does not work, and the checkpoint is very new, then there may not be a release version that supports this model yet. In this case, you can get the most up-to-date code by installing Transformers from source with the command `pip install git+https://github.com/huggingface/transformers.git`",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/qwen35_9b/seed_41/globalmmlu_cs/llama3_chat_without_metadata/globalmmlu_cs_eval_summary.csv
normad,Gemma-4-E2B-it,I+,llama3_chat_with_metadata,hf_seed41,gemma4_e2b_it,seed_41,0.0,0,0,failed_model_load,2633,2633,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e2b_it/seed_41/normad/llama3_chat_with_metadata/normad_eval_summary.csv
normad,Gemma-4-E2B-it,I-,llama3_chat_without_metadata,hf_seed41,gemma4_e2b_it,seed_41,0.0,0,0,failed_model_load,2633,2633,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e2b_it/seed_41/normad/llama3_chat_without_metadata/normad_eval_summary.csv
normad,Gemma-4-E4B-it,I+,llama3_chat_with_metadata,hf_seed41,gemma4_e4b_it,seed_41,0.0,0,0,failed_model_load,2633,2633,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e4b_it/seed_41/normad/llama3_chat_with_metadata/normad_eval_summary.csv
normad,Gemma-4-E4B-it,I-,llama3_chat_without_metadata,hf_seed41,gemma4_e4b_it,seed_41,0.0,0,0,failed_model_load,2633,2633,AttributeError: 'list' object has no attribute 'keys',/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/gemma4_e4b_it/seed_41/normad/llama3_chat_without_metadata/normad_eval_summary.csv
normad,LLaMA-3.2-1B,I+,llama3_chat_with_metadata,hf_seed41,llama32_1b,seed_41,0.3140903911887581,827,2633,ok,0,2633,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_1b/seed_41/normad/llama3_chat_with_metadata/normad_eval_summary.csv
normad,LLaMA-3.2-1B,I-,llama3_chat_without_metadata,hf_seed41,llama32_1b,seed_41,0.31105203190277253,819,2633,ok,0,2633,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_1b/seed_41/normad/llama3_chat_without_metadata/normad_eval_summary.csv
normad,LLaMA-3.2-3B,I+,llama3_chat_with_metadata,hf_seed41,llama32_3b,seed_41,0.0,0,0,failed_model_load,2633,2633,"OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct.
401 Client Error. (Request ID: Root=1-69f27819-7186baa640e8d2b832b8680e;b703d56e-d32e-41c3-b4fb-e40318170900)

Cannot access gated repo for url https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct/resolve/main/config.json.
Access to model meta-llama/Llama-3.2-3B-Instruct is restricted. You must have access to it and be authenticated to access it. Please log in.",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_3b/seed_41/normad/llama3_chat_with_metadata/normad_eval_summary.csv
normad,LLaMA-3.2-3B,I+,llama3_chat_with_metadata,hf_seed41_fixed,llama32_3b,seed_41,0.36042537030003796,949,2633,ok,0,2633,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/llama32_3b/seed_41/normad/llama3_chat_with_metadata/normad_eval_summary.csv
normad,LLaMA-3.2-3B,I-,llama3_chat_without_metadata,hf_seed41,llama32_3b,seed_41,0.0,0,0,failed_model_load,2633,2633,"OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct.
401 Client Error. (Request ID: Root=1-69f27819-5d5d2d0b554f64235f191b90;985627c3-de1f-46e9-bdc8-105604dba431)

Cannot access gated repo for url https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct/resolve/main/config.json.
Access to model meta-llama/Llama-3.2-3B-Instruct is restricted. You must have access to it and be authenticated to access it. Please log in.",/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41/llama32_3b/seed_41/normad/llama3_chat_without_metadata/normad_eval_summary.csv
normad,LLaMA-3.2-3B,I-,llama3_chat_without_metadata,hf_seed41_fixed,llama32_3b,seed_41,0.4986707178123813,1313,2633,ok,0,2633,,/path/to/metacul/results/external_benchmarks_croq_related_hf_seed41_fixed/llama32_3b/seed_41/normad/llama3_chat_without_metadata/normad_eval_summary.csv
normad,MAPLE 1B,T+/I+,custom_tplus_eplus,maple_seed41_rerun,raw_1b,seed_41,0.3467527535131029,913,2633,ok,0,2633,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_1b/seed_41/normad/custom_tplus_eplus/normad_eval_summary.csv
normad,MAPLE 1B,T+/I-,custom_tplus_eminus,maple_seed41_rerun,raw_1b,seed_41,0.34789213824534754,916,2633,ok,0,2633,,/path/to/metacul/results/external_benchmarks_croq_related_seed41_rerun/raw_1b/seed_41/normad/custom_tplus_eminus/normad_eval_summary.csv
