family,seed,variant,variant_label,item_id,country,contrast_country,topic,year,target_correct,contrast_correct,exact_pair_success,margin_switch_success,target_margin,contrast_margin
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the country’s first privately owned public airport, often cited in export and diaspora travel news?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2015')",Pakistan,India,Geography and infrastructure,2015,1.0,0.0,0.0,0.0,1.8523347767211793,-1.8523347767211793
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the country’s principal stock exchange?', 'tanzania', 'tanzania', 'united kingdom', 'economy and business', '2011')",Tanzania,United Kingdom,Economy and business,2011,0.0,0.0,0.0,0.0,10.360699069017194,-10.360699069017194
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is home to the department of education's central office?"", 'philippines', 'philippines', 'united states', 'geography and infrastructure', '2011')",Philippines,United States,Geography and infrastructure,2011,0.0,1.0,0.0,0.0,-2.9484485431670606,2.9484485431670606
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the department of public works and highways central office?', 'philippines', 'philippines', 'united states', 'geography and infrastructure', '2013')",Philippines,United States,Geography and infrastructure,2013,0.0,1.0,0.0,0.0,-8.071442363962827,8.071442363962827
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the inland container depot that became a focal point in debates over moving cargo by rail from the coast?', 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2018')",Kenya,United Kingdom,Geography and infrastructure,2018,0.0,0.0,0.0,0.0,-1.875,1.875
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the main port trust often mentioned in shipping and trade coverage?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2012')",Pakistan,India,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,-3.4375,3.4375
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the main stock exchange referred to in business news?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2011')",Pakistan,India,Geography and infrastructure,2011,0.0,1.0,0.0,0.0,-4.4375,4.4375
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the national botanical garden?', 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2012')",South Africa,United Kingdom,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,5.584610924527176,-5.584610924527176
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the national civil aviation authority headquarters?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2012')",Pakistan,India,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,-10.820360429821893,10.820360429821893
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the port often described in news reports as the busiest container port?', 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2018')",South Africa,United Kingdom,Geography and infrastructure,2018,0.0,1.0,0.0,0.0,-2.8051397527338837,2.8051397527338837
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the supreme court?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2012')",Pakistan,India,Geography and infrastructure,2012,0.0,1.0,0.0,0.0,-10.598073949684785,10.598073949684785
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is home to the university of balochistan in reports on campus unrest or appointments?', 'pakistan', 'pakistan', 'india', 'education', '2015')",Pakistan,India,Education,2015,0.0,0.0,0.0,0.0,-0.2827841276927954,0.2827841276927954
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is linked by the a9 highway in reports about overland travel to the north?', 'sri lanka', 'sri lanka', 'india', 'geography and infrastructure', '2014')",Sri Lanka,India,Geography and infrastructure,2014,0.0,0.0,0.0,0.0,1.8916742590701106,-1.8916742590701106
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is linked to johannesburg by the n3, a route often cited for freight and holiday traffic?', 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2014')",South Africa,United Kingdom,Geography and infrastructure,2014,0.0,0.0,0.0,0.0,6.941841378710927,-6.941841378710927
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is linked to the capital by a frequently discussed dual carriageway corridor through nsawam?', 'ghana', 'ghana', 'united kingdom', 'geography and infrastructure', '2014')",Ghana,United Kingdom,Geography and infrastructure,2014,0.0,0.0,0.0,0.0,4.6932768855971405,-4.6932768855971405
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is linked with the zuma rock landmark on the road into the capital area?', 'nigeria', 'nigeria', 'united kingdom', 'geography and infrastructure', '2011')",Nigeria,United Kingdom,Geography and infrastructure,2011,1.0,0.0,0.0,0.0,9.383146987746855,-9.383146987746855
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is most associated with the country's largest concentration of garment factories in industrial news?"", 'bangladesh', 'bangladesh', 'india', 'economy and business', '2019')",Bangladesh,India,Economy and business,2019,0.0,0.0,0.0,0.0,-3.7245546952589623,3.7245546952589623
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is most associated with the iconic cocoa house landmark in southwest urban history?', 'nigeria', 'nigeria', 'united kingdom', 'geography and infrastructure', '2013')",Nigeria,United Kingdom,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,9.750513482338773,-9.750513482338773
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is most often identified as the administrative capital in infrastructure reporting?', 'malaysia', 'malaysia', 'united kingdom', 'geography and infrastructure', '2014')",Malaysia,United Kingdom,Geography and infrastructure,2014,0.0,0.0,0.0,0.0,8.39815725739363,-8.39815725739363
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is often called the country's oil capital?"", 'canada', 'canada', 'united states', 'geography and infrastructure', '2011')",Canada,United States,Geography and infrastructure,2011,0.0,1.0,0.0,0.0,-5.6875,5.6875
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is often described as a central road junction connecting the north and south in highway travel reports?', 'ghana', 'ghana', 'united kingdom', 'geography and infrastructure', '2017')",Ghana,United Kingdom,Geography and infrastructure,2017,1.0,0.0,0.0,0.0,7.5725136901512125,-7.5725136901512125
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is often described as the agricultural hub of the north rift?', 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2010')",Kenya,United Kingdom,Geography and infrastructure,2010,0.0,0.0,0.0,0.0,3.7160009894105697,-3.7160009894105697
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is often described as the country’s second-largest urban center and a major road transport junction?', 'ghana', 'ghana', 'united kingdom', 'geography and infrastructure', '2017')",Ghana,United Kingdom,Geography and infrastructure,2017,1.0,0.0,0.0,0.0,5.154901638244499,-5.154901638244499
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is often mentioned as the main centre of the western sugar belt?', 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2012')",Kenya,United Kingdom,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,6.169835028340605,-6.169835028340605
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is often named as the center of gemstone trading linked to nearby mining activity?', 'tanzania', 'tanzania', 'united kingdom', 'economy and business', '2017')",Tanzania,United Kingdom,Economy and business,2017,1.0,0.0,0.0,0.0,9.357224650808133,-9.357224650808133
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is served by the airport named after the national poet-philosopher?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2016')",Pakistan,India,Geography and infrastructure,2016,0.0,0.0,0.0,0.0,-3.1875,3.1875
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the administrative center of the federal territory?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2010')",Pakistan,India,Geography and infrastructure,2010,0.0,0.0,0.0,0.0,-10.567165397380196,10.567165397380196
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the capital of punjab?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2013')",Pakistan,India,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,-11.925718875274283,11.925718875274283
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is the capital of the country's largest province by population?"", 'canada', 'canada', 'united states', 'geography and infrastructure', '2011')",Canada,United States,Geography and infrastructure,2011,1.0,0.0,0.0,0.0,0.9375,-0.9375
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the capital of the maritime province linked to confederation history?', 'canada', 'canada', 'united states', 'geography and infrastructure', '2013')",Canada,United States,Geography and infrastructure,2013,1.0,0.0,0.0,0.0,0.07457973240851867,-0.07457973240851867
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the capital of the sabaragamuwa province and often mentioned in gem and plantation region reporting?', 'sri lanka', 'sri lanka', 'india', 'geography and infrastructure', '2010')",Sri Lanka,India,Geography and infrastructure,2010,0.0,0.0,0.0,0.0,1.889213547515579,-1.889213547515579
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the capital of the western province known for the oil sands?', 'canada', 'canada', 'united states', 'geography and infrastructure', '2013')",Canada,United States,Geography and infrastructure,2013,0.0,1.0,0.0,0.0,-6.5625,6.5625
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the center of the island’s tea-growing highlands and often linked to plantation news?', 'sri lanka', 'sri lanka', 'india', 'geography and infrastructure', '2010')",Sri Lanka,India,Geography and infrastructure,2010,0.0,1.0,0.0,0.0,-0.09024288318047669,0.09024288318047669
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the coastal capital where many stories discuss congestion on roads leading to the main airport and port corridor?', 'ghana', 'ghana', 'united kingdom', 'geography and infrastructure', '2018')",Ghana,United Kingdom,Geography and infrastructure,2018,0.0,0.0,0.0,0.0,6.130742027544856,-6.130742027544856
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the headquarters of the water and power development authority?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2011')",Pakistan,India,Geography and infrastructure,2011,0.0,0.0,0.0,0.0,-10.275629975638141,10.275629975638141
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is the inland destination of the country's best-known intercity rail route from the capital, frequently covered for delays and tourism?"", 'sri lanka', 'sri lanka', 'india', 'geography and infrastructure', '2014')",Sri Lanka,India,Geography and infrastructure,2014,0.0,0.0,0.0,0.0,-2.4701332198077868,2.4701332198077868
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the inland endpoint most often cited in reports about the new standard-gauge railway from the coast?', 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2016')",Kenya,United Kingdom,Geography and infrastructure,2016,0.0,0.0,0.0,0.0,-2.0,2.0
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the inland terminus most associated with the main airport rapid-rail link?', 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2017')",South Africa,United Kingdom,Geography and infrastructure,2017,0.0,0.0,0.0,0.0,0.1875,-0.1875
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the key north-central junction often cited in road and rail stories about travel onward to the north?', 'sri lanka', 'sri lanka', 'india', 'geography and infrastructure', '2014')",Sri Lanka,India,Geography and infrastructure,2014,0.0,0.0,0.0,0.0,2.5501890273381167,-2.5501890273381167
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is the main hub of the country's first metro rail project launched in the 2010s?"", 'bangladesh', 'bangladesh', 'india', 'geography and infrastructure', '2016')",Bangladesh,India,Geography and infrastructure,2016,1.0,0.0,0.0,0.0,6.485136326008464,-6.485136326008464
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the main urban center nearest the obudu mountain resort?', 'nigeria', 'nigeria', 'united kingdom', 'geography and infrastructure', '2011')",Nigeria,United Kingdom,Geography and infrastructure,2011,0.0,1.0,0.0,0.0,-2.1602150894692156,2.1602150894692156
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the national capital?', 'canada', 'canada', 'united states', 'geography and infrastructure', '2011')",Canada,United States,Geography and infrastructure,2011,0.0,1.0,0.0,0.0,-8.696442363962827,8.696442363962827
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the seat of parliament where major constitutional and budget debates were held in 2020-2024?', 'tanzania', 'tanzania', 'united kingdom', 'politics and government', '2022')",Tanzania,United Kingdom,Politics and government,2022,0.0,0.0,0.0,0.0,4.328220859643784,-4.328220859643784
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the seat of the commission on elections?', 'philippines', 'philippines', 'united states', 'geography and infrastructure', '2013')",Philippines,United States,Geography and infrastructure,2013,0.0,1.0,0.0,0.0,-8.713160871587238,8.713160871587238
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the seat of the election commission headquarters?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2013')",Pakistan,India,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,-9.844520040521534,9.844520040521534
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the seat of the national parliament?', 'pakistan', 'pakistan', 'india', 'politics and government', '2018')",Pakistan,India,Politics and government,2018,0.0,1.0,0.0,0.0,-9.176190235171713,9.176190235171713
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is the southern terminus of the long-distance blue train service?', 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2016')",South Africa,United Kingdom,Geography and infrastructure,2016,0.0,0.0,0.0,0.0,6.188287469547677,-6.188287469547677
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city is tied to the airport often mentioned as serving the volta area after renewed commercial flight discussions?', 'ghana', 'ghana', 'united kingdom', 'geography and infrastructure', '2019')",Ghana,United Kingdom,Geography and infrastructure,2019,0.0,0.0,0.0,0.0,-2.6875,2.6875
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is widely described as the country's commercial and transport hub?"", 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2013')",Kenya,United Kingdom,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,-2.375,2.375
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city is widely known as the country's largest city by population?"", 'canada', 'canada', 'united states', 'geography and infrastructure', '2013')",Canada,United States,Geography and infrastructure,2013,0.0,1.0,0.0,0.0,-7.655534021632324,7.655534021632324
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city serves as a regional capital in local governance coverage?', 'sri lanka', 'sri lanka', 'india', 'geography and infrastructure', '2013')",Sri Lanka,India,Geography and infrastructure,2013,1.0,0.0,0.0,0.0,1.8995892141289814,-1.8995892141289814
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city serves as an administrative center in local-government coverage?', 'jamaica', 'jamaica', 'united states', 'geography and infrastructure', '2013')",Jamaica,United States,Geography and infrastructure,2013,0.0,0.0,0.0,0.0,9.098465346796894,-9.098465346796894
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city serves as the seat of parliament, where major budget and state-opening coverage is typically datelined?', 'south africa', 'south africa', 'united kingdom', 'geography and infrastructure', '2012')",South Africa,United Kingdom,Geography and infrastructure,2012,0.0,0.0,0.0,0.0,6.853063365734248,-6.853063365734248
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city was central in reports about the national football team’s home qualifiers being shifted abroad because local hosting was difficult?', 'pakistan', 'pakistan', 'india', 'sports', '2015')",Pakistan,India,Sports,2015,0.0,0.0,0.0,0.0,-2.125,2.125
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city was central to stories about a major ring road and bypass network intended to ease metropolitan congestion?', 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2014')",Kenya,United Kingdom,Geography and infrastructure,2014,0.0,0.0,0.0,0.0,-3.6875,3.6875
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city was commonly associated with the national hockey federation's headquarters in administrative reports?"", 'pakistan', 'pakistan', 'india', 'sports', '2010')",Pakistan,India,Sports,2010,0.0,1.0,0.0,0.0,-11.249351962661464,11.249351962661464
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city was linked in road and airport stories to tourism access near a famous conservation area and a major mountain?', 'tanzania', 'tanzania', 'united kingdom', 'geography and infrastructure', '2015')",Tanzania,United Kingdom,Geography and infrastructure,2015,0.0,1.0,0.0,0.0,-0.4828122585911161,0.4828122585911161
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city was named in reports on a planned megaport and special economic zone north of the commercial capital?', 'tanzania', 'tanzania', 'united kingdom', 'geography and infrastructure', '2015')",Tanzania,United Kingdom,Geography and infrastructure,2015,0.0,0.0,0.0,0.0,9.312450583037194,-9.312450583037194
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city was often mentioned as a midpoint in the first phase of the new standard gauge railway from the coast inland?', 'tanzania', 'tanzania', 'united kingdom', 'geography and infrastructure', '2016')",Tanzania,United Kingdom,Geography and infrastructure,2016,0.0,0.0,0.0,0.0,8.797440313390418,-8.797440313390418
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city was repeatedly mentioned as the base for the national cricket academy and training camps?', 'pakistan', 'pakistan', 'india', 'sports', '2016')",Pakistan,India,Sports,2016,0.0,1.0,0.0,0.0,-10.227345612291142,10.227345612291142
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city was repeatedly mentioned as the site of an inland container depot tied to the new rail freight system?', 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2016')",Kenya,United Kingdom,Geography and infrastructure,2016,0.0,0.0,0.0,0.0,-0.4375,0.4375
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city would likely host the national football federation's annual general assembly covered in sports pages?"", 'nigeria', 'nigeria', 'united kingdom', 'sports', '2014')",Nigeria,United Kingdom,Sports,2014,0.0,0.0,0.0,0.0,6.468119391687606,-6.468119391687606
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city would likely stage the national sports festival that state contingents prepared for in sports news?', 'nigeria', 'nigeria', 'united kingdom', 'sports', '2014')",Nigeria,United Kingdom,Sports,2014,0.0,0.0,0.0,0.0,9.294161751506554,-9.294161751506554
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city would most likely be named as the home of a major private broadcaster group behind clouds media?', 'tanzania', 'tanzania', 'united kingdom', 'media and culture', '2013')",Tanzania,United Kingdom,Media and culture,2013,1.0,0.0,0.0,0.0,9.864490329753432,-9.864490329753432
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which city would most likely host the headquarters of the country's main stock exchange?"", 'bangladesh', 'bangladesh', 'india', 'economy and business', '2010')",Bangladesh,India,Economy and business,2010,0.0,0.0,0.0,0.0,4.5938371451307125,-4.5938371451307125
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which city’s airport was often discussed for weather-related closures and mountain tourism access?', 'pakistan', 'pakistan', 'india', 'geography and infrastructure', '2015')",Pakistan,India,Geography and infrastructure,2015,0.0,0.0,0.0,0.0,8.613007339780891,-8.613007339780891
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which civic observance is most associated with community clean-up projects organized by local authorities and schools?', 'jamaica', 'jamaica', 'united states', 'public life and holidays', '2012')",Jamaica,United States,Public life and holidays,2012,0.0,0.0,0.0,0.0,4.9929967558303545,-4.9929967558303545
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which club from the capital is known for developing players and appearing in top-flight football news?', 'ghana', 'ghana', 'united kingdom', 'sports', '2011')",Ghana,United Kingdom,Sports,2011,0.0,1.0,0.0,0.0,-3.862904125694519,3.862904125694519
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which club is commonly called the record league champions in top-flight football coverage?', 'tanzania', 'tanzania', 'united kingdom', 'sports', '2024')",Tanzania,United Kingdom,Sports,2024,0.0,0.0,0.0,0.0,-0.10511205190671458,0.10511205190671458
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which coastal town is commonly cited in reports on the highway corridor connecting the airport region to the major resort strip?', 'jamaica', 'jamaica', 'united states', 'geography and infrastructure', '2017')",Jamaica,United States,Geography and infrastructure,2017,1.0,0.0,0.0,0.0,0.7756655957693341,-0.7756655957693341
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which coastal town or city is known for beach tourism and seaside attractions?', 'kenya', 'kenya', 'united kingdom', 'geography and infrastructure', '2011')",Kenya,United Kingdom,Geography and infrastructure,2011,0.0,0.0,0.0,0.0,8.575349845871354,-8.575349845871354
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which code would appear in a business article saying the local unit weakened to a record low against the dollar?', 'pakistan', 'pakistan', 'india', 'economy and business', '2013')",Pakistan,India,Economy and business,2013,0.0,0.0,0.0,0.0,-1.2087885969272154,1.2087885969272154
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which collecting society is most likely mentioned in disputes over music royalties for performers and labels?', 'nigeria', 'nigeria', 'united kingdom', 'media and culture', '2015')",Nigeria,United Kingdom,Media and culture,2015,0.0,1.0,0.0,0.0,-2.0383786585930315,2.0383786585930315
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which commission draws parliamentary constituency boundaries?', 'united kingdom', 'united kingdom', 'united states', 'civic institutions', '2016')",United Kingdom,United States,Civic institutions,2016,0.0,0.0,0.0,0.0,-2.4483448062980475,2.4483448062980475
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which commission enforces anti-discrimination laws across areas like sex, disability, and race?', 'hong kong', 'hong kong', 'united kingdom', 'civic institutions', '2017')",Hong Kong,United Kingdom,Civic institutions,2017,0.0,1.0,0.0,0.0,-0.9080627104986274,0.9080627104986274
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which commission is the statutory equality watchdog often cited in discrimination cases?', 'hong kong', 'hong kong', 'united kingdom', 'civic institutions', '2016')",Hong Kong,United Kingdom,Civic institutions,2016,0.0,1.0,0.0,0.0,-0.8171643610733392,0.8171643610733392
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which commission was handling election-related disputes in the midterm campaign?', 'philippines', 'philippines', 'united states', 'civic institutions', '2016')",Philippines,United States,Civic institutions,2016,0.0,0.0,0.0,0.0,-0.4590673934145042,0.4590673934145042
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which commission was the land public transport regulator appearing in news before its functions were moved to another agency?', 'malaysia', 'malaysia', 'united kingdom', 'civic institutions', '2018')",Malaysia,United Kingdom,Civic institutions,2018,0.0,0.0,0.0,0.0,-4.684985367866802,4.684985367866802
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which communications regulator would issue spectrum or broadcasting licence decisions in a major telecom policy story?', 'south africa', 'south africa', 'united kingdom', 'civic institutions', '2016')",South Africa,United Kingdom,Civic institutions,2016,0.0,1.0,0.0,0.0,-0.8934524412070721,0.8934524412070721
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which communications regulator would issue spectrum or broadcasting licence decisions in major telecom news?', 'south africa', 'south africa', 'united kingdom', 'civic institutions', '2015')",South Africa,United Kingdom,Civic institutions,2015,0.0,1.0,0.0,0.0,-0.49928224655689224,0.49928224655689224
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is a major pipeline operator often central to oil-export and toll disputes?', 'canada', 'canada', 'united states', 'economy and business', '2017')",Canada,United States,Economy and business,2017,0.0,0.0,0.0,0.0,2.299326135459376,-2.299326135459376
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is a nationally prominent potash producer often mentioned in fertilizer export stories?', 'canada', 'canada', 'united states', 'economy and business', '2018')",Canada,United States,Economy and business,2018,0.0,1.0,0.0,0.0,-0.34161416869682126,0.34161416869682126
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is best known as the country’s largest listed pharmaceutical company by revenue?', 'india', 'india', 'united kingdom', 'economy and business', '2015')",India,United Kingdom,Economy and business,2015,0.0,1.0,0.0,0.0,-4.699155586417626,4.699155586417626
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is best known as the dominant satellite pay-tv operator?', 'malaysia', 'malaysia', 'united kingdom', 'media and culture', '2011')",Malaysia,United Kingdom,Media and culture,2011,0.0,0.0,0.0,0.0,-2.0625,2.0625
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which company is best known for running the country's largest multiplex cinema chain in business stories about consumer spending?"", 'india', 'india', 'united kingdom', 'economy and business', '2015')",India,United Kingdom,Economy and business,2015,0.0,0.0,0.0,0.0,2.404956727507557,-2.404956727507557
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is best known in local business pages for operating the country’s largest pharmaceutical manufacturing network from its corporate base in the capital?', 'bangladesh', 'bangladesh', 'india', 'economy and business', '2016')",Bangladesh,India,Economy and business,2016,0.0,0.0,0.0,0.0,0.814618402277036,-0.814618402277036
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is best known in local corporate news as a satellite television brand owner?', 'south africa', 'south africa', 'united kingdom', 'economy and business', '2024')",South Africa,United Kingdom,Economy and business,2024,0.0,0.0,0.0,0.0,10.138567599314463,-10.138567599314463
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which company is commonly cited as the country's largest forest products company?"", 'canada', 'canada', 'united states', 'economy and business', '2014')",Canada,United States,Economy and business,2014,0.0,1.0,0.0,0.0,-3.594877927231736,3.594877927231736
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is commonly cited as the country’s largest food manufacturer in local corporate reporting?', 'south africa', 'south africa', 'united kingdom', 'economy and business', '2020')",South Africa,United Kingdom,Economy and business,2020,0.0,1.0,0.0,0.0,-3.3778561219006242,3.3778561219006242
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is commonly cited as the flagship integrated resort and gaming developer behind a major bay-area casino complex?', 'philippines', 'philippines', 'united states', 'economy and business', '2015')",Philippines,United States,Economy and business,2015,0.0,0.0,0.0,0.0,0.7517802458648721,-0.7517802458648721
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', ""which company is commonly described as the country's flagship online classifieds and digital marketplace group?"", 'canada', 'canada', 'united states', 'economy and business', '2014')",Canada,United States,Economy and business,2014,0.0,0.0,0.0,0.0,-0.9722864801371074,0.9722864801371074
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is commonly described as the country’s leading listed integrated gaming and leisure operator tied to a major property group?', 'philippines', 'philippines', 'united states', 'economy and business', '2015')",Philippines,United States,Economy and business,2015,0.0,0.0,0.0,0.0,-3.8505629528835508,3.8505629528835508
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is commonly described as the flagship telecommunications arm of the country’s oldest conglomerate?', 'philippines', 'philippines', 'united states', 'economy and business', '2016')",Philippines,United States,Economy and business,2016,0.0,0.0,0.0,0.0,-0.9985644931137863,0.9985644931137863
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is commonly highlighted in reports from the food safety authority and trade fairs as a flagship packaged-food exporter?', 'bangladesh', 'bangladesh', 'india', 'economy and business', '2015')",Bangladesh,India,Economy and business,2015,0.0,0.0,0.0,0.0,1.6547664648000668,-1.6547664648000668
MAPLE 1B,41,tminus_eminus,"(T-, I-)","('', 'which company is commonly identified as the country’s largest clothing retailer by market value in local business news?', 'south africa', 'south africa', 'united kingdom', 'economy and business', '2023')",South Africa,United Kingdom,Economy and business,2023,0.0,0.0,0.0,0.0,1.120507317298408,-1.120507317298408
